source,target
"Hast du nicht gesagt, dein Name sei Tom?",I thought you said your name was Tom.
"Bist du sicher, daß du es noch einmal versuchen willst?",Are you sure you want to try this again?
Wieviel Papier wollen Sie?,How much paper do you want?
Ich hatte Mitleid mit dem Jungen.,I felt pity for the boy.
Ich bin heute wirklich sehr müde.,I'm really tired today.
Tom geht immer zu Fuß zur Schule.,Tom always walks to school.
Er ist der wertvollste Spieler in unserem Team.,He's the most valuable player on our team.
Tom will einen Kuchen für Marias Geburtstagsfeier backen.,Tom will bake a cake for Mary's birthday party.
Ich werde dich nicht entlassen.,I'm not going to fire you.
"Ich weiß, was Tom vorhat.",I know what Tom is planning.
Wie lautet deine Adresse?,What's your address?
"Das ist eine Frage, die ich nicht beantworten kann.",That's one question I can't answer.
Um wie viel Uhr sind Sie aufgewacht?,What time did you wake up?
Der Polizist packte den Dieb beim Arm.,The policeman took the thief by the arm.
"Ich beziehe mich insbesondere auf die Vermittlungsbemühungen in den Verhandlungen mit dem Rat über die Richtlinie ""Frauen in Aufsichtsräten"" und auf die Tatsache, dass sie mit allen Mitteln versucht, die Akte über den Mutterschaftsurlaub neu zu beleben, indem sie einen Fahrplan für einen umfassenderen Ansatz für eine Vereinbarkeit von Beruf und Privatleben vorschlägt.",I am referring in particular to the mediation efforts in the Women on Boards Directive negotiations with the Council and to the fact that she is trying by all means to relaunch the maternity leave file by proposing a roadmap towards a broader approach to a work and private life balance.
Sie können es sich nicht leisten.,They can't afford it.
Lass mich gehen!,Let me leave!
Sind die Batterien wiederaufladbar?,Are those batteries rechargeable?
Eure ist schlechter.,Yours is worse.
Sind sie noch im Bett?,Are they still in bed?
Habe ich das nicht erwähnt?,Didn't I mention that?
"Ich versuche nur, das Richtige zu tun.",I'm just trying to do the right thing.
Hast du wirklich eine Antwort erwartet?,Did you really expect a reply?
"Was kann ich tun, dass Sie Ihre Meinung ändern?",What can I do to make you change your mind?
Du kannst nicht beide haben.,You can't have both.
"Habt ihr gesehen, was Tom getan hat?",Did you guys see what Tom did?
Wir haben ein Angebot für euch.,We have an offer for you.
2013 war ein schweres Jahr.,2013 was a difficult year.
"Ich möchte mich auch bei Herrn Vajgl bedanken für seinen guten Bericht, auch wenn wir ihn heute nicht abstimmen können.","I would also like to thank Mr Vajgl for his good report, even though we cannot vote on it today."
"Wir müssen herausfinden, wo es ist.",We have to find out where it is.
Der Junge blieb still.,The boy remained silent.
Rauchen schadet der Gesundheit.,Smoking is harmful to your health.
Bitte schreiben Sie mir gelegentlich.,Please write to me from time to time.
Die Wette nehme ich nicht an!,I wouldn't take that bet.
"Sie taten alles, um an Geld zu kommen.",They did everything in order to make money.
Ist das Ihre Tasche?,Is this your bag?
Langsam kamen die Sterne zum Vorschein.,The stars were beginning to appear.
Ich habe es beim Aufräumen gefunden.,I found it while I was cleaning up.
Du solltest das jetzt gleich machen.,You should do that right now.
Sprechen Sie bitte etwas lauter.,Could you speak a little louder please?
Er ist DJ.,He is a DJ.
"Möchtet ihr, dass ich es lese?",Do you want me to read it?
In meinem Zimmer ist keine Uhr.,There is no clock in my room.
"Wußtest du nicht, daß Tom eine Zeitlang im Gefängnis gesessen hat?",Didn't you know Tom had spent time in prison?
"Es ist nicht einfach, über dieses Thema zu reden.",It's not an easy subject to talk about.
"Ich denke, du wirst beeindruckt sein.",I think you'll be impressed.
Sie lehnte die Einladung ab.,She declined the invitation.
Zu Mittag speisten wir in einer kleinen Cafeteria.,We had lunch at a little coffee shop.
Ich wurde an demselben Tag wie Tom geboren.,I was born on the same day that Tom was.
Wir haben alle beide einen Führerschein.,Both of us have driver's licenses.
"Du bist größer als ich, oder?","You're taller than me, aren't you?"
Das ist mein Gewehr.,This is my rifle.
"Zuerst hatte er Schwierigkeiten, sich an sein neues Haus zu gewöhnen.",At first he had trouble getting used to his new house.
Wie wird diese Geschichte enden?,How will this story end?
Tom schlief auf dem Sofa.,Tom was asleep on the sofa.
Ich spiele jeden Montag Tennis.,I play tennis every Monday.
Wir kamen etwas zu spät an.,We've arrived a little late.
Zeigen Sie mir eine andere Uhr.,Show me another watch.
Sind Sie ehrlich gewesen?,Were you truthful?
Lass Tom den Brief absenden.,Let Tom send the letter.
Es wird schon spät. Ich möchte nicht alleine nach Hause gehen.,It's getting late. I don't wanna go home alone.
Tom blieb im Hotel.,Tom stayed in the hotel.
"Es gerät nicht immer alles so, wie wir uns das vorstellen.",Things don't always turn out the way we plan.
Das ist so verrückt.,This is so crazy.
Leeres weißes Papier ist ausreichend.,Plain white paper will do.
"Es gelang Tom nicht zu tun, was er angekündigt hatte.",Tom failed to do what he said he'd do.
es ist wichtig für die Sicherheit aller NATO-Mitglieder.,it is important for the security of all NATO members.
Sie hat den Wettbewerb gewonnen.,She won the contest.
Tom kann nicht gut lesen.,Tom can't read very well.
Hatten Sie schon einmal eine Teilzeitstelle?,Have you ever had a part-time job?
Tut Tom das öfter als Sie?,Does Tom do this more often than you?
Soll ich den Geschirrspüler einschalten?,Do you want me to run the dishwasher?
Wir sprechen uns nicht einmal mehr.,We don't even talk anymore.
Wollen Sie dieses Gemälde verkaufen?,Do you intend to sell this painting?
Ich kann es nirgends finden.,I can't find it anywhere.
"Ich will nicht gesagt bekommen, was ich zu tun habe.",I don't want to be told what to do.
Tom wird von seinen Freunden gemocht.,Tom is liked by his friends.
"Ich habe das, wonach ich gesucht habe, schon gefunden.",I've already found what I was looking for.
"Ich bezweifele, dass Tom je wieder nach Hause kommen wird.",I doubt that Tom will ever come back home.
Bei jedem Regen leckt das Dach.,The roof leaks every time it rains.
"Versuch mal, den anderen Knopf zu drücken!",Try pushing the other button.
Am Himmel funkelten zahlreiche Sterne.,Numerous stars were visible in the sky.
"Tom versuchte 30 Tage lang, jeden Tag etwas Neues zu tun.",Tom tried to do something new every day for 30 days.
Sie banden den Dieb an den Baum.,They tied the thief to the tree.
Das Telefon ist defekt.,The telephone is broken.
Deine Tat hat niemanden überrascht.,What you did didn't surprise anyone.
Brauchen Sie eine Taschenlampe?,Do you need a flashlight?
Keiner von uns wird das tun.,Neither of us will do that.
"Ich dachte, ich sollte dir das kaufen.",I thought you said you wanted me to buy that for you.
Sie brauchen es nicht einzupacken.,You don't need to wrap it.
"Spezialisten sind Leute, die nur eine Saite auf ihrer Fiedel haben.",Specialists are people who have only one string on their violin.
Ohne meinen Hund Krümel hätte ich Tom nie kennengelernt.,"If it weren't for my dog Cookie, I never would've met Tom."
"Mir gefällt, was du geschrieben hast.",I like what you've written.
"Ich habe mich entschlossen, in den Ruhestand zu gehen.",I have decided to retire.
Tom wollte Marias Zimmer sehen.,Tom wanted to see Mary's room.
"In ihren politischen Leitlinien legte die gewählte Präsidentin, Frau Bruno, beispiellosen Wert auf die Förderung der Gleichstellung und übertrug dieses neu geschaffene Ressort Frau Dalli, die hier mehrfach erwähnt wurde.","In her political guidelines, the President—elect, Ms Bruno, put unprecedented emphasis on promoting equality and assigned this new created portfolio to Ms Dalli, who was mentioned here several times."
Öffne bitte das Paket!,Please open the package.
Du musst dich nicht entschuldigen.,You don't have to apologize.
Das ist Toms Entscheidung.,It's Tom's decision.
Ist dein Name wirklich Tom?,Is your name really Tom?
"Tom sollte Maria dafür um Entschuldigung bitten, dass er nicht pünktlich angekommen ist.",Tom should apologize to Mary for not arriving on time.
"Ich weiß nicht, wohin diese Straße führt.",I don't know where this street leads to.
Soll ich dir die Glühbirne auswechseln?,Would you like for me to change the lightbulb for you?
"Alle Menschen haben irgendein natürliches Talent; die Frage ist nur, ob sie es auch verwenden können.","All men have some natural talent, but the question is whether they can use it or not."
"Keiner weiß, was der Grund war, dass das passierte.",No one knows what caused that to happen.
Habt ihr zwei euch gestritten?,Did you two have a fight?
Hat jemand meinen Bierkrug gesehen?,Has anybody seen my beer mug?
Es schneit nicht.,It isn't snowing.
"Woher wollen Sie wissen, daß es nicht irgendwo in diesem Zimmer ist?",How do you know it's not in this room somewhere?
"Ein Quadrat ist immer ein Rechteck, aber ein Rechteck ist nicht immer ein Quadrat.","A square is always a rectangle, but a rectangle is not always a square."
Diese Vereinbarung wurde im LIBE-Ausschuss mit beträchtlicher Mehrheit angenommen.,This deal was voted through the LIBE Committee with a considerable majority.
"Tom wusste, dass von Maria keine Hilfe zu erwarten war.",Tom knew he couldn't turn to Mary for help.
"Tom konnte nicht umhin, es zu bemerken.",Tom couldn't help but notice.
"Warum sollte ich die Wahrheit aussprechen, wenn du es auch nicht tust?",Why should I tell the truth if you won't?
"Wußtest du, daß sowohl Tom als auch Maria ein Haus in der Parkstraße hat?",Did you know both Tom and Mary have houses on Park Street?
Jemand hat an der Tür geklopft.,Someone knocked on the door.
Soll ich die Klappe halten?,Am I supposed to stay quiet?
Ich vermisse meinen Freund wirklich.,I really miss my boyfriend.
Was haben Sie geplant?,What do you have planned?
Wir fahren ans Meer.,We're going to the seaside.
Ich bin für Ihre Hilfe dankbar.,I'm grateful for your help.
"Maria hat das Gefühl, dass ihr Freund sie nicht versteht.",Mary feels that her boyfriend doesn't understand her.
Das bildest du dir nur ein.,It's just your imagination.
"Dies ist die beste Methode, um das Problem zu lösen.",This is the best method to solve that problem.
"Tom und Maria wollen heiraten, sobald sie mit dem Studium fertig sind.",Tom and Mary plan to get married as soon as they graduate from college.
"Tom und Maria sagten, es sei ihnen egal, ob wir ihnen helfen.",Tom and Mary said that they didn't care whether we helped them or not.
"Eine Fremdsprache zu lernen, ist schwierig.",Studying a foreign language is difficult.
Tom hatte viel Arbeit zu erledigen.,Tom had a lot of work to do.
Tom mag dich nicht mehr.,Tom doesn't like you anymore.
Vielleicht sehe ich dich nie wieder.,I might never see you again.
Dazu müssen wir zusammenarbeiten.,"To do this, we must work together."
Tom vergaß beinahe die Konferenz.,Tom almost forgot the conference.
Er hat ein großes Haus und zwei Autos.,He has a large house and two cars.
Im Herbst fliege ich nach Australien.,I'm going to Australia in the fall.
"Ich habe keine Lust mehr, darauf zu warten, dass du das machst.",I'm tired of waiting for you to do that.
Du kannst mir doch nicht noch immer böse sein.,You can't still be mad at me.
"Tom nahm die Karten und fing an, sie zu mischen.",Tom picked up the cards and began shuffling them.
"Tom kann es sich nicht leisten, in den Ruhestand zu gehen.",Tom can't afford to retire.
Ich bin ungefähr so alt wie Sie.,I'm roughly the same age as you.
"In jedem System wie dem ist klar, dass die Menschen auf illegale Mittel zurückgreifen und das System ausspielen werden.",In any system like that it is clear that people will resort to illegal means and game the system.
Warum bist du zu ihm nach Hause gegangen?,Why did you go to his house?
Meine Schwester ist so eine Nervensäge!,My sister is so annoying.
Alle flippten aus.,Everybody was freaking out.
Sind Tom und Maria wieder zusammen?,Are Tom and Mary back together again?
"Teile mir bitte mit, wie ich mit ihm in Verbindung treten kann.",Please tell me how I can get in touch with him.
"Alles, was du brauchst, ist Unwissenheit und Selbstvertrauen und der Erfolg ist sicher.",All you need is ignorance and confidence and the success is sure.
Was machen Sie denn noch hier?,What are you still doing here?
Danke für die positive Rückmeldung!,Thank you for the positive feedback.
Ich war mir darüber nicht ganz im Klaren.,I wasn't quite sure about that.
Sie zeichnete mit einem Bleistift einen Kreis auf ein Stück Papier.,She drew a circle on a piece of paper with a pencil.
Wir müssen unser Haus verkaufen.,We have to sell our house.
Wann wirst du zurück kommen?,When will you return?
Das kann nicht Tom sein.,That can't be Tom.
Tom war ungewöhnlich gutaussehend.,Tom was extraordinarily handsome.
Was für ein schöner Vollmond!,What a beautiful full moon!
Bangkok ist die Hauptstadt von Thailand.,Bangkok is the capital of Thailand.
Die ganze Welt kennt seinen Namen.,Everybody knows his name.
Wir werden ganz bestimmt deine Hilfe brauchen.,I'm pretty sure we're going to need your help.
