source,target
Thanks for inviting me.,Gracias por invitarme.
I wasn't asking you.,No te lo estaba preguntando a ti.
Eat and drink.,Coma y beba.
What he says is true.,Lo que él dice es cierto.
Would you at least consider my plan?,¿Al menos consideraría mi plan?
Tom says this is normal.,Tomás dice que es normal.
No one will stop me.,Nadie me detendrá.
This cheese is made from goat's milk.,Este queso está hecho de leche de cabra.
Our teacher seemed surprised.,Nuestro profesor lucía sorprendido.
He went out of the room.,Él salió de la habitación.
The power went out.,Se fue la electricidad.
When was the last time you sharpened this knife?,¿Cuándo fue la última vez que afilaste este cuchillo?
He usually goes to work at 8 a.m.,Normalmente se va a trabajar a las ocho de la mañana.
I refuse to drink this.,Me niego a tomar esto.
The town has a European air.,La ciudad tiene una atmósfera europea.
I'm going to be too busy to do that.,Voy a estar demasiado ocupado para hacer eso.
You must think this is funny.,Debes pensar que esto es gracioso.
He can do it better than I can.,Es capaz de hacerlo mejor que yo.
All of us were busy cleaning the room.,Todos estábamos ocupados limpiando la habitación.
I like studying history.,Me gusta estudiar historia.
We arrived at the station at five.,Llegamos a la estación a las cinco.
I'm going to buy a new saxophone.,Voy a comprar un nuevo saxo.
I want to do my job.,Quiero hacer mi trabajo.
Should I add salt?,¿Debo añadir sal?
The truth is undeniable.,La verdad es innegable.
It'll be hard to convince Tom to help us.,Será difícil convencer a Tom de que nos ayude.
"I waited for an hour, but he didn't appear.","Esperé durante una hora, pero él no apareció."
"You were looking, weren't you?","Estabas mirando, ¿no?"
What do you want me to do?,¿Qué quieren que haga?
I think it's time to do my homework.,Creo que es hora de que haga mi tarea.
The relationship between husband and wife should be based on love.,La relación entre cónyuges ha de estar basada en el amor.
Tom won't miss you.,Tomás no te va a extrañar.
I believe in friendship.,Creo en la amistad.
Would it be ethical to sacrifice one person to save many?,¿Sería ético sacrificar a una persona para salvar a muchas?
Tom speaks with a southern accent.,Tom habla con acento sureño.
The news that the president was killed surprised them.,La noticia de que mataron al presidente los sorprendió.
That was a month ago.,Fue hace un mes.
Do you think you would ever consider going out with me?,¿Crees que alguna vez considerarías salir conmigo?
Tom always insists that he's right even when we all know that he's wrong.,"Tom siempre insiste en que él tiene razón, incluso cuando todos sabemos que está equivocado."
Can I put this on your arm?,¿Puedo ponerle esto en el brazo?
Don't be fooled by his good looks.,Que no te engañe su buena apariencia.
I'd like to go abroad someday.,Me gustaría ir algún día al extranjero.
Faithfulness is a virtue.,La fidelidad es una virtud.
To err is human. To blame somebody else for your errors is even more human.,Errar es humano. Culpar a otra persona de tus errores es todavía más humano.
The strange-looking woman was thought to be a witch.,Se pensaba que la mujer de extraña apariencia era una bruja.
The dog is barking at Tom.,El perro le está ladrando a Tom.
I like to fish in the river.,Me gusta pescar en el río.
Tom didn't mean to hurt anybody.,Tom no tenía la intención de lastimar a nadie.
The student raised his hand.,El estudiante levantó la mano.
Do you know how to drive a car?,¿Puedes conducir un auto?
I don't think we can really say that one is right and the other is wrong.,No creo que en realidad podamos decir que uno esté bien y el otro esté mal.
Please don't write letters to me anymore.,Por favor no me escribas cartas nunca más.
I'll let you know what I hear.,Te informaré de lo que oiga.
Come over here and help me.,Ven aquí y ayúdame.
Nearly 80 percent of the land is mountains.,Casi un 80 por ciento de las tierras son montañas.
That's where we'll go.,Ahí es donde iremos.
There is no denying that he is clever.,No se puede negar que es inteligente.
I wanted to say thanks.,Quería decir gracias.
"I can't speak English, much less German.","No puedo hablar Inglés, y mucho menos alemán."
I almost always speak French with Tom.,Casi siempre hablo francés con Tom.
No one is allowed to leave this building.,No se permite abandonar este edificio a nadie.
What do you have there?,¿Qué tienes ahí?
I wanted to make some telephone calls.,Quería hacer unas llamadas.
The man walked round the corner.,El señor caminó doblando la esquina.
Could you please tell me again where you put the key?,¿Podrías repetirme dónde metiste la llave?
Tom's wife's name is Mary and his son's name is John.,El nombre de la mujer de Tom es Mary y el de su hijo es John.
I was not conscious of her presence.,Yo no era consciente de su presencia.
She married him for his money.,Ella se casó con él por su dinero.
Tom may have died.,Tom pudo haber muerto.
Do you really want to see a French film?,¿De verdad quieres ver una película francesa?
"I waited for an hour, but he didn't appear.","Esperé por una hora, pero él no apareció."
"What else did your father say, Tom?","¿Qué más dijo tu padre, Tom?"
Australia is abundant in minerals.,Australia abunda en minerales.
I was watching TV at this time yesterday.,Ayer a esta hora yo estaba viendo la tele.
Excuse me. Where are the eggs?,"Perdone, ¿dónde están los huevos?"
The money was divided among the three.,El dinero fue repartido entre los tres.
The USA dropped an atomic bomb on Hiroshima in 1945.,Los Estados Unidos lanzaron una bomba atómica sobre Hiroshima en 1945.
We met on the plane.,Nos encontramos en el avión.
I'm keeping the car and the dog.,Yo me quedo con el coche y el perro.
Life would be so much better if you didn't care so much.,La vida sería mucho mejor si no le dieras tanta importancia.
The situation got a lot worse.,La situación empeoró mucho.
Tom doesn't care what Mary says.,A Tom no le importa lo que Mary diga.
I've always wanted a daughter.,Siempre quise tener una hija.
Tom married Mary.,Tom se casó con Mary.
You've missed an important clue.,Has pasado por alto una pista importante.
Is that your answer?,¿Esa es tu respuesta?
Mary is in love with the boy with blond hair.,Mary está enamorada del chico de pelo rubio.
He banged his knee.,Él se golpeó en su rodilla.
The food in this hotel is very good.,La comida es muy buena en este hotel.
I didn't see a doctor last year.,No vi a ningún médico el año pasado.
I'll help you to the best of my ability.,Te ayudaré lo mejor que pueda.
Why did you stop taking your medicine?,¿Por qué dejó de tomar su medicación?
The whole country was covered with snow.,El país entero estaba cubierto con nieve.
Swimming in the pond is dangerous.,Es peligroso nadar en la laguna.
He is a doctor and also a novelist.,Él es médico y también escritor de novelas.
The middle one is mine.,El del medio es mío.
I like this model.,Me gusta esta modelo.
Tom has a big problem.,Tom tiene un grave problema.
Tom said he would try.,Tom dijo que lo intentaría.
The train hasn't arrived yet.,El tren todavía no llega.
I'm not sure that you can be of much help.,No estoy seguro de que puedas ser de mucha ayuda.
Tom admires Mary's singing ability.,Tom admira el talento para cantar de Mary.
Can you prove that what you said is true?,¿Puedes probar que lo que dijiste es verdad?
I often wrote to her when I was a student.,Le escribía a menudo cuando era un estudiante.
Tom eats breakfast with his mother.,Tom desayuna con su madre.
Would you like a plastic bag or a paper bag?,¿Desea una bolsa de plástico o de papel?
Tom thinks Mary has psychic abilities.,Tom cree que Mary tiene habilidades psíquicas.
Drink this. It might make you feel better.,Bebe esto. Puede que te haga sentir mejor.
Tom hit me by mistake.,Tom me pegó por accidente.
When did you come back from Boston?,¿Cuándo volvieron de Boston?
Hay is for horses.,El heno es para los caballos.
Go back to your seat.,Vuelve a tu puesto.
His old car is on its last legs.,Su viejo auto anda en las últimas.
"We all agreed that I would do it, right?","Convinimos en que lo haría yo, ¿no?"
I don't want to miss my train.,No quiero perder mi tren.
Can a case be made for late-term abortions?,¿Se pueden presentar argumentos a favor de los abortos tardíos?
Tom is playing with his yo-yo.,Tom está jugando con su yo-yo.
We're so busy we'll take any help we can get.,Estamos tan ocupados que aceptaremos cualquier ayuda que nos llegue.
Two families live in the same house.,Dos familias viven en la misma casa.
Tell me why you didn't go to school yesterday.,Dime por qué no fuiste ayer al colegio.
I'm getting on the plane right now.,En este momento estoy montándome en el avión.
Tom threw a rock at the tree.,Tom lanzó una piedra al árbol.
"Suddenly, the door opened and her father entered.",La puerta se abrió repentinamente y entró su padre.
The grapes ripened well that summer.,La uva maduró bien aquel verano.
Your dreams have come true.,Tus sueños se han vuelto realidad.
"Mary wanted to ask a question, but she didn't.",Mary quería hacer una pregunta pero no la hizo.
Be more careful from now on.,Sé más cuidadoso de ahora en adelante.
I played golf every day during my vacation.,Jugué golf todos los días durante mis vacaciones.
How embarrassing for us all.,Qué bochornoso para todos nosotros.
The telephone rang several times.,El teléfono sonó varias veces.
I am ready to give up my position.,Estoy listo para entregar mi postura.
I thought Tom would just sign the contract without reading it carefully.,Pensé que Tom sencillamente firmaría el contrato sin leerlo con cuidado.
You can put it there.,Lo puedes dejar allí.
I thought you had plans with Tom.,Pensé que tenías planes con Tom.
"Tom and Mary walked out, leaving John alone.","Tom y Mary se fueron, dejando a John solo."
Are you referring to me?,¿Estás hablando de mí?
I'm going to school.,Voy a la escuela.
She's also writing a book.,También está escribiendo un libro.
Disorder prevails in the street.,En la calle impera el desorden.
You weren't doing anything illegal.,No estabas haciendo nada ilegal.
"If you can't fix the pipe, we'll have to call a plumber.","Si no eres capaz de arreglar la tubería, habrá que llamar a un fontanero."
You ought not to have done such a thing.,No deberías haber hecho algo así.
The prize will go to the best student.,El premio será para el mejor estudiante.
Tom and Mary agreed never to talk about the incident.,Tom y María acordaron nunca hablar del incidente
Is that what Tom would really want?,¿Es eso lo que Tom realmente querría?
I can still help you.,Todavía puedo ayudarte.
"When I got to school, the race had already finished.","Cuando llegué a la escuela, la carrera había terminado."
