source,target
Tom sabía algo.,Tom knew something.
"Quiero un masaje, lo necesito para relajarme.",I want a massage. I need to relax.
¿Estás a favor o en contra de esa política?,Are you in favor of or against that policy?
"Si hubiese tenido más tiempo, te habría escrito.","If I had had more time, I would have written to you."
Esta madera no se quiere quemar.,This wood won't burn.
"Por favor, ven a verme otra vez.",Please come and visit me again.
Podría ordenarte que te quedes.,I could order you to stay.
Supongo que has tenido noticias de Tom.,I assume you've heard from Tom.
Tom preguntó si alguien había visto a Mary.,Tom asked if anyone had seen Mary.
Tom le contó a Mary todo lo que sabía sobre lo que había pasado.,Tom told Mary everything he knew about what had happened.
Uno de mis hermanos toca el fagot.,One of my brothers plays the bassoon.
"Por favor, perdóname por decir una mentira.",Please forgive me for telling a lie.
El cortocircuito fundió el fusible.,The short circuit blew a fuse.
Dejar algo sin terminar es lo peor que puedes hacer.,Leaving something unfinished is the worst thing you can do.
Tengo que llevarme algunas cosas.,I need to take some stuff with me.
El capitán nos dio la bienvenida.,We were welcomed by the Captain.
¿Puedo abrir la ventana?,Do you mind if I open the window?
Nunca debería haberte escuchado.,I never should've listened to you.
Tom siempre se quiere sentar en la primera fila.,Tom always wants to sit in the front row.
No todos son como ustedes.,Not everyone is like you.
Tan solo pido unos minutos.,A few minutes is all I ask.
Dicen que te estás juntando con Tom.,I hear you've been hanging out with Tom.
Presta atención a las coincidencias.,Pay attention to coincidences.
El guiso huele delicioso.,The stew smells delicious.
Todos sonríen en la fotografía.,Everyone is smiling in the picture.
Traiga su cartera.,Bring your wallet.
Me da miedo tomarlo.,I'm afraid to drink it.
Tom yació despierto durante un largo rato pensando en Mary.,Tom lay awake for a long time thinking about Mary.
Se supone que va a hacer más frío y a nevar a lo largo del día de hoy.,It's supposed to get colder and snow later today.
Lo hice en la escuela.,I did that at school.
Él se perdió mientras andaba en el bosque.,He got lost while he was walking in the woods.
¿Quién más sabe acerca de esto?,Who else knows about this?
Él tiene muchas estampillas extranjeras.,He has a lot of foreign stamps.
Lo he sabido por un tiempo.,I've known that for a while.
Ella tiene algo con los hombres mayores.,She has a thing for older men.
Eres la única persona que me entiende.,You're the only one who understands me.
¿Hay algo que pueda hacer?,Can I do anything?
Este vestido me queda muy bien.,This dress fits me very well.
Me pregunto si lloverá mañana.,I wonder if it will rain tomorrow.
La mayoría de los estudiantes vienen a la escuela de a pie.,Most students come to school on foot.
Tom todavía es estudiante.,Tom is still a student.
Ellas pueden ayudar.,They can help.
No era consciente de que alguien me estaba vigilando.,I wasn't aware somebody was watching me.
Tenía la esperanza de que mi madre viviera hasta que yo contrajera matrimonio.,I had hoped that my mother would live until I got married.
Yo ni siquiera sabía que tú sabías.,I didn't even know you knew.
La mayoría de la gente dice que la mejor manera de aprender una lengua extranjera es aprender de un hablante nativo.,Most people say that the best way to learn a foreign language is to learn from a native speaker.
Espero que la encuentres pronto.,I hope you find it soon.
Parece que tienes razón.,It looks as if you're right.
Esta brújula le será útil en el viaje.,This compass will be useful on your trip.
Perdimos el partido de fútbol por una gran diferencia.,We lost the soccer game by a lot.
Estoy un poco borracho.,I am a bit drunk.
Tom no necesita trabajar. Él es rico.,Tom doesn't need to work. He's rich.
No te escondas detrás de eso.,Don't hide behind that.
¿Es cierto lo que escribió Tom?,Is what Tom wrote true?
¿Por qué no le has dicho a Tom todo lo que debe?,Why haven't you told Tom how much he owes?
Él ya es un hombre.,He's already a man.
Tomás le agradeció a María por haber venido.,Tom thanked Mary for coming.
Comí en tres restaurantes la semana pasada. Me gustaron los tres.,I ate at three restaurants last week. I liked all three of them.
¿Quieres comer langostinos?,Do you want to eat prawns?
Espera aquí hasta que él regrese.,Wait here till he comes back.
Si te das prisa llegarás a tiempo.,"If you hurry up, you will be in time."
Luces como si estuvieras sorprendido.,You looked like you were surprised.
"Entre tú y yo, la idea de Tom no me atrae demasiado.","Between you and me, Tom's idea doesn't appeal to me very much."
Nunca voy a ningún lado.,I never go anywhere.
Puede que no seas tan afortunado la próxima vez.,You may not be as lucky next time.
¿Qué representan estos puntos en el mapa?,What do these dots represent on the map?
Eso no es nada nuevo.,That's nothing new.
La niña se parece a su madre.,The girl resembles her mother.
Esa es la cosa más linda que haya visto jamás.,That is the cutest thing I have ever seen.
Ayer estaba nublado.,It was cloudy yesterday.
No era una aberración.,It wasn't an aberration.
Asegúrate de cortar el gas antes de salir.,Be sure to turn off the gas before you go out.
Nunca se me presentará la oportunidad de hacer eso.,I'm never going to be given the chance to do that.
Tom solo quería que Mary lo ayudara un poco más con los niños.,Tom just wanted Mary to help him a little more with the children.
El día de los enamorados se acerca y todavía no sé qué regalarle.,"Valentine's Day is close, and I still don't know what to give to her."
El doctor le aconsejó que se controlara con el alcohol.,The doctor advised him to ease up on alcohol.
No me gusta mezclar trabajo con placer.,I don't like to mix business with pleasure.
Tom corría descalzo por la nieve.,Tom ran barefoot in the snow.
¿Qué tiene de malo estar desnudo en tu propia casa?,What's wrong with being nude in your own house?
Le voy a avisar a Tom que lo querés ver.,I'll let Tom know you want to see him.
Enseño biología y francés.,I teach biology and French.
Los hombres de negocios intercambian tarjetas de presentación al comienzo o al final de un encuentro.,Business people exchange cards at the beginning or end of a meeting.
Vimos el partido de fútbol por la tele.,We watched the soccer game on TV.
Es difícil de creer.,It's hard to believe.
El enemigo siguió atacando la noche entera.,The enemy kept up the attack all night.
No menciones ese nombre.,Don't mention that name.
"No tenía otra posibilidad, sino sólo hacerlo.",You had no choice but to do it.
¿Así que tú también hablas inglés?,So do you also speak English?
No creo que aciertes.,I don't think that you're right.
Tom no estará en casa mañana.,Tom won't be at home tomorrow.
"Tenías razón, Tom.","You were right, Tom."
El lunes pasado me quedé todo el día en casa.,"Last Monday, I stayed at home all day."
Estará en Nueva York dos semanas.,She will be in New York for two weeks.
Ella es más inteligente que él.,She's smarter than him.
Tokio es una ciudad enorme.,Tokyo is a huge city.
¿Usted vivía aquí?,Did you live here?
La verdad es que tenemos que volver a Boston.,We really have to go back to Boston.
Tom colgó los tres pares de jeans húmedos en el tendedero.,Tom hung the three pairs of wet jeans on the clothesline.
Ojalá pudiera estar en París ahora.,I wish I could be in Paris now.
El profesor me tenía echado el ojo porque pensaba que estaba haciendo trampa.,The teacher had her eye on me because she thought I was cheating.
Un accidente puede ocurrir sin previo aviso.,An accident may happen at any time.
Aquí es donde suelen cenar.,Here's where they usually have dinner.
No creo que ella lo entendería.,I don't believe she would understand it.
Los negocios son lentos.,Business is slow.
¿Qué haría Tom si llegara a saber la verdad?,What would Tom do if he ever learned the truth?
Ellos fueron a la playa.,They went to the beach.
Cargaron el camión.,They loaded the truck.
La carta llegará en más o menos una semana.,The letter will arrive in a week or so.
El precio de los vegetales varía día a día.,The price of vegetables varies from day to day.
¿Adónde vas el lunes?,Where are you going on Monday?
Conozco a muchos pintores.,I know a lot of painters.
No monte usted ese caballo porque le tirará a usted,Don't ride that horse. He'll throw you.
Creo que es inocente.,I think she's innocent.
Yo conozco un atajo.,I know a shortcut.
En boca cerrada no entran moscas.,A fly does not fly into a shut mouth.
Eso sería agotador.,That would be exhausting.
Un avión está volando sobre la ciudad.,A plane is flying above the city.
Tom dijo que tenía que trabajar el sábado.,Tom said he had to work on Saturday.
Yo no lo veo.,I don't see him.
Tom no necesitaba ir al médico.,Tom didn't need to go to the doctor.
No era consciente de que alguien me estaba vigilando.,I wasn't aware that somebody was watching me.
Ella tiene un gran apetito por la aventura.,She has a great appetite for adventure.
Verdaderamente aprecio que lo digas tú.,I really appreciate you saying that.
Quiero el mismo reloj que tiene mi hermana.,I want the same watch as my sister has.
A Tomás también le gusta la idea.,"Tom likes the idea, too."
¿Cuál es la nacionalidad del cámara de allí?,What's the nationality of that cameraman over there?
¿Puedo ir a verte esta tarde?,May I come see you this afternoon?
"Sin la ayuda de Tom, Mary habría fracasado.","Without Tom's help, Mary would have failed."
Querían robar el coche.,They wanted to steal the car.
Puedo sacarte de prisión.,I can get you out of prison.
"Llévame al hospital, por favor.",Please take me to the hospital.
Acepté su invitación.,I accepted her invitation.
Mary hizo algunos emparedados de huevo.,Mary made some egg sandwiches.
Hagamos otra excursión.,Let's take another trip.
Esta es la pera más sabrosa que haya comido.,This is the best tasting pear I've ever eaten.
Tom dijo que no quería nada.,Tom said he didn't want anything.
Este niño sabe contar hasta 20.,That child can count to twenty.
¿Viniste temprano a casa sólo para comer y luego salir nuevamente?,Did you come home early just to eat then go out again?
¿Dónde están los padres de Tom?,Where are Tom's parents?
Era muy pequeño.,It was very small.
Dadme un poco más.,Give me a little bit more.
Toda nuestra sangre pasa por nuestros riñones unas sesenta veces al día.,All of our blood goes through our kidneys about sixty times a day.
"Por favor, recuérdame que vaya al médico mañana.",Please remind me to go to the doctor's tomorrow.
No estoy acostumbrada a trabajar toda la noche.,I'm not used to working all night.
