source,target
Estoy confundido y frustrado.,I'm confused and frustrated.
Era claro que sería así.,It was obvious that it would be this way.
En ese hotel hay que pagar por adelantado.,You have to pay in advance at that hotel.
Tengo problemas con mi oído izquierdo otra vez.,I'm having trouble with my left ear again.
Pensé que teníamos eso bajo control.,I thought we had that under control.
Gracias por preguntarme.,Thanks for asking.
"Yo lo vi, también.","I saw it, too."
¿Qué libro te gustaría?,Which book would you like?
Las lágrimas son las armas de un niño.,Tears are a child's weapon.
Tom intentó no bostezar.,Tom tried not to yawn.
A él no le gusta el tenis.,He does not like tennis.
"Hoy en día, las mujeres beben tanto como los hombres.",Women today drink as much as men.
Ellos se quieren casar.,They want to get married.
¿Cómo lo haces?,How do you do this?
Gracias por los comentarios.,Thanks for your comments.
¿El trabajo es duro?,Is the work hard?
El asesino apuñaló repetidas veces a la víctima.,The victim was stabbed repeatedly by the killer.
De repente se cortó toda comunicación con el avión.,All communication with that airplane was suddenly cut off.
¿Piensas que estoy de broma?,Do you think I'm kidding?
En realidad él no es el gerente.,He isn't actually the manager.
"En este mapa, ¿dónde estoy yo?",Where am I on this map?
Ella ha estado triste desde que murió su gato.,She has been unhappy since her cat died.
No quiero engañarte.,I don't want to mislead you.
La flecha falló su objetivo.,The arrow missed its target.
Tienes que creernos.,You've got to believe us.
Recuerdo haberte conocido antes.,I do remember meeting you before.
Bajamos por el río en una barca pequeña.,We went down the river in a small boat.
El cazador mató al elefante.,The elephant was killed by the hunter.
Puede ser útil.,It might prove useful.
Es todo por el momento.,That's all for now.
¿Quiere usted galletas con el té?,Would you like cookies with your tea?
Estás en mi silla.,You are in my seat.
Tom obviamente estaba enfermo.,Tom was obviously sick.
La migración es un derecho humano básico.,Migration is a basic human right.
Tom dijo que no haría lo que yo quería que hiciera.,Tom said he wouldn't do what I wanted him to do.
Creo que Tom me acaba de mentir.,I think Tom just lied to me.
Tom decidió renunciar a su trabajo.,Tom decided to quit his job.
Mucha gente piensa que los autos antiguos están sobrevaluados.,Many people think that antique cars are overpriced.
Siempre me levanto a las 6.,I always get up at six.
Tom me dijo que sabía dónde vivía María.,Tom told me he knew where Mary lived.
Coge un libro de la estantería.,Take a book from the shelf.
Abre la puerta y deja entrar al perro.,Open the door and let in the dog.
Lamento comunicarle que su solicitud ha sido denegada.,I regret to inform you that your application has been refused.
¿Te puedo ayudar?,Can I help you?
"Él era muy alto y delgado, con brazos y piernas largos.","He was very tall and slim, with long arms and legs."
A nadie le gustan los listillos.,Nobody likes a wise guy.
La compañía pertenece a un grupo de empresarios que la pusieron en marcha justo después de la guerra.,The company is owned by a group of entrepreneurs who started it right after the war.
Mi cita es a las dos y media.,My appointment is at 2:30.
¿Cómo los convenciste?,How did you convince them?
Pienso que Tom y Mary son muy jóvenes para casarse.,I think Tom and Mary are too young to get married.
La paciencia es una virtud.,Patience is a virtue.
Dudo que Tom llegue aquí a tiempo.,I doubt Tom will get here on time.
Comió una manzana.,She ate one apple.
"""¿Que edad tienes?"" ""16 años de edad"".","""How old are you?"" ""Sixteen years old""."
Él es su amigo.,He is her friend.
Tom fue lo suficientemente afortunado para encontrar un buen empleo.,Tom was lucky enough to find a good job.
¿Cómo se ve tu horario?,How's your schedule looking?
¿De qué gusto es ese helado?,What flavor is that ice cream?
Estoy totalmente de acuerdo contigo.,I agree with you 100 percent.
"En lo que a mí respecta, no tengo quejas.","As far as I'm concerned, I have no complaint."
En otras dos semanas podrás salir del hospital.,In another two weeks you will be able to get out of the hospital.
Tom le preguntó a John cuál era el apellido de Mary.,Tom asked John what Mary's last name was.
Eventualmente se convirtió en su hábito.,That gradually became his habit.
Lo único que le importa a Tom es cuánto dinero gane.,The only thing that matters to Tom is how much money he makes.
Ahora es mi turno.,It's my turn now.
Tom abrió la puerta mosquitera.,Tom opened the screen door.
Usted está más capacitado que yo para hacerlo.,You're better able to do that than I am.
Una lágrima rodaba en su mejilla.,A tear rolled down her cheek.
No le digas a nadie lo que estamos haciendo.,Don't tell anyone what we're doing.
¿Qué hace ella en verano?,What does she do in the summer?
Este diccionario es absolutamente inútil.,This dictionary is completely useless.
Vamos a dar una vuelta en mi coche.,Let's go for a ride in my car.
¿Cuál es tu verdadero propósito?,What's your real purpose?
¿Tiene usted documentos de identidad?,Do you have any identification?
Los animales son tratados bien.,The animals are treated well.
¿A qué hora empezará el juego?,What time will the game start?
Ojalá supiera cantar tan bien como tú.,I wish I could sing as well as you.
No podemos irnos de Boston hasta que terminemos este trabajo.,We can't leave Boston until we finish this job.
Tom no necesita preocuparse por nada. Mary se ocupará de todo.,Tom doesn't need to worry about a thing. Mary will take care of everything.
Nadie está libre de preocupaciones mundanales.,No one is free from worldly cares.
Tomasteis la decisión adecuada.,You made the right choice.
La temperatura bajó tres grados.,The temperature went down three degrees.
Las compañías de servivios suministran electricidad.,Utility companies supply electricity.
La vida en el campo es muy pacífica comparada con la vida en la ciudad.,Country life is very peaceful in comparison with city life.
Tom se quiere quedar acá.,Tom wants to stay here.
Pensé que él estaba enojado conmigo porque no lo ayudé a construir su casa.,I thought he was angry at me because I didn't help him build his house.
Yo ni siquiera conocía tu nombre.,I didn't even know your name.
¿Por qué él nunca puede hacer nada?,Why can he never do anything?
Alguien me dijo que no debería confiar en ti.,Somebody told me that I shouldn't trust you.
Casi es hora de empezar.,It's about time to start.
No quiero ir al baile con Tom.,I didn't want to go to the dance with Tom.
"En 1958, Brasil ganó su primera Copa Mundial.","In 1958, Brazil won its first World Cup victory."
"Soy estadounidense, pero hablo un poco de japonés.","I'm American, but I can speak Japanese a little."
Todos tienen que comer.,Everybody has to eat.
No me lo puedo creer.,I can't believe that.
No había ningún árbitro en el campo.,There was no referee on the field.
Solo quiero que me dejen sola.,I just want to be left alone.
"Jamás me haría hacerlo, ¿a que no?","You'd never make me do that, would you?"
¿Dónde viviste el año pasado?,Where did you live last year?
Pensé que podrías ayudarme.,I thought you could help me.
Cumplo treinta el próximo lunes.,I'm turning thirty next Monday.
Lo pagué con la tarjeta de crédito.,I paid for it with a credit card.
El amor te ciega.,You are blinded by love.
¿Se te ha olvidado algo?,Did you forget something?
Él nunca se recuperó completamente de sus heridas.,He never fully recovered from his injuries.
Hay que poner el piano de lado para que entre.,We have to put the piano on its side in order to get it in.
Ahora os toca a vosotros.,"Now, it's your turn."
Para de golpearte a ti mismo.,Stop beating yourself up.
¡No puede ser!,It can't be!
"Por favor, deja de hablar.",Please stop talking.
Mi abuela es una persona muy independiente.,My grandma is a very independent person.
Hay solo dos respuestas correctas.,There are only two correct answers.
Vivimos cerca de una gran biblioteca.,We live near a big library.
No me interrumpas mientras estoy hablando.,Don't interrupt me while I'm speaking.
Preferimos quedarnos aquí.,We prefer to stay here.
Él estaba sentado en una banca.,He was sitting on a bench.
Estaba un poco preocupado por eso.,I was kind of worried about that.
El conductor ignoró el semáforo.,The driver ignored the stoplight.
Por favor dígale a Tom que Mary llamó.,Please tell Tom that Mary called.
¿Es mi turno?,Is it my turn?
Soy el único que sobrevivió.,I'm the only one who survived.
Tom quería conocerte.,Tom wanted to meet you.
Es difícil para mí responder esta pregunta.,It is difficult for me to answer the question.
Ella lo presionó a que considerara la propuesta.,She urged him to consider the request.
¿Te gustaría un poco de leche en tu té?,Would you like a bit of milk in your tea?
De repente se apagaron todas las luces.,"Suddenly, all the lights went out."
Quiero unas cuantas copas vacías.,I want a few empty glasses.
Él siempre dice cosas malas de su esposa.,He's always saying bad things about his wife.
Nos la pasamos bien viendo el partido.,We enjoyed watching the game.
Tom siempre mantiene su palabra.,Tom always keeps his word.
Él y yo hemos sido amigos inseparables desde nuestra época de estudiantes.,He and I have been inseparable friends since our student days.
¿Dómo decidieron eso ustedes?,How did you all decide that?
Te veré luego del espectáculo.,I'll see you after the show.
Hace mucho tiempo que no escribo nada.,It's been a long time since I've written anything.
Nada es realmente original.,Nothing is truly original.
Mi memoria no es lo que era.,My memory isn't what it used to be.
Tom le pasó a Mary su chaqueta.,Tom handed Mary her jacket.
Quitaos los calcetines.,Take off your socks.
Creo que hay un problema.,I think there's a problem.
Yo sola hice ese vestido.,I made that dress by myself.
Tom está trabajando como mesero pero está buscando un trabajo mejor.,"Tom is working as a waiter, but he's looking for a better job."
Quiero que trabajes conmigo.,I want you to work with me.
Los resultados fueron negativos.,The results were negative.
"Si mañana hace buen tiempo, haremos un picnic.","If it's fine tomorrow, we'll go on a picnic."
Deberían agradecérselo a Tom.,They should thank Tom.
No vuelvas nunca más.,Don't come back again.
Sus palabras la hicieron llorar de emoción.,His words moved her to tears.
¿Crees que va a ser fácil hacer eso?,Do you think doing that is going to be easy?
Juntémonos aquí una vez a la semana.,Let's get together here once a week.
Ella trató de ocultar su dolor en la fiesta.,She tried to conceal her grief at the party.
Tom no cree que eso vaya a suceder.,Tom doesn't think that's going to happen.
