source,target
Gracias por invitarme.,Thanks for inviting me.
No te lo estaba preguntando a ti.,I wasn't asking you.
Coma y beba.,Eat and drink.
Lo que él dice es cierto.,What he says is true.
¿Al menos consideraría mi plan?,Would you at least consider my plan?
Tomás dice que es normal.,Tom says this is normal.
Nadie me detendrá.,No one will stop me.
Este queso está hecho de leche de cabra.,This cheese is made from goat's milk.
Nuestro profesor lucía sorprendido.,Our teacher seemed surprised.
Él salió de la habitación.,He went out of the room.
Se fue la electricidad.,The power went out.
¿Cuándo fue la última vez que afilaste este cuchillo?,When was the last time you sharpened this knife?
Normalmente se va a trabajar a las ocho de la mañana.,He usually goes to work at 8 a.m.
Me niego a tomar esto.,I refuse to drink this.
La ciudad tiene una atmósfera europea.,The town has a European air.
Voy a estar demasiado ocupado para hacer eso.,I'm going to be too busy to do that.
Debes pensar que esto es gracioso.,You must think this is funny.
Es capaz de hacerlo mejor que yo.,He can do it better than I can.
Todos estábamos ocupados limpiando la habitación.,All of us were busy cleaning the room.
Me gusta estudiar historia.,I like studying history.
Llegamos a la estación a las cinco.,We arrived at the station at five.
Voy a comprar un nuevo saxo.,I'm going to buy a new saxophone.
Quiero hacer mi trabajo.,I want to do my job.
¿Debo añadir sal?,Should I add salt?
La verdad es innegable.,The truth is undeniable.
Será difícil convencer a Tom de que nos ayude.,It'll be hard to convince Tom to help us.
"Esperé durante una hora, pero él no apareció.","I waited for an hour, but he didn't appear."
"Estabas mirando, ¿no?","You were looking, weren't you?"
¿Qué quieren que haga?,What do you want me to do?
Creo que es hora de que haga mi tarea.,I think it's time to do my homework.
La relación entre cónyuges ha de estar basada en el amor.,The relationship between husband and wife should be based on love.
Tomás no te va a extrañar.,Tom won't miss you.
Creo en la amistad.,I believe in friendship.
¿Sería ético sacrificar a una persona para salvar a muchas?,Would it be ethical to sacrifice one person to save many?
Tom habla con acento sureño.,Tom speaks with a southern accent.
La noticia de que mataron al presidente los sorprendió.,The news that the president was killed surprised them.
Fue hace un mes.,That was a month ago.
¿Crees que alguna vez considerarías salir conmigo?,Do you think you would ever consider going out with me?
"Tom siempre insiste en que él tiene razón, incluso cuando todos sabemos que está equivocado.",Tom always insists that he's right even when we all know that he's wrong.
¿Puedo ponerle esto en el brazo?,Can I put this on your arm?
Que no te engañe su buena apariencia.,Don't be fooled by his good looks.
Me gustaría ir algún día al extranjero.,I'd like to go abroad someday.
La fidelidad es una virtud.,Faithfulness is a virtue.
Errar es humano. Culpar a otra persona de tus errores es todavía más humano.,To err is human. To blame somebody else for your errors is even more human.
Se pensaba que la mujer de extraña apariencia era una bruja.,The strange-looking woman was thought to be a witch.
El perro le está ladrando a Tom.,The dog is barking at Tom.
Me gusta pescar en el río.,I like to fish in the river.
Tom no tenía la intención de lastimar a nadie.,Tom didn't mean to hurt anybody.
El estudiante levantó la mano.,The student raised his hand.
¿Puedes conducir un auto?,Do you know how to drive a car?
No creo que en realidad podamos decir que uno esté bien y el otro esté mal.,I don't think we can really say that one is right and the other is wrong.
Por favor no me escribas cartas nunca más.,Please don't write letters to me anymore.
Te informaré de lo que oiga.,I'll let you know what I hear.
Ven aquí y ayúdame.,Come over here and help me.
Casi un 80 por ciento de las tierras son montañas.,Nearly 80 percent of the land is mountains.
Ahí es donde iremos.,That's where we'll go.
No se puede negar que es inteligente.,There is no denying that he is clever.
Quería decir gracias.,I wanted to say thanks.
"No puedo hablar Inglés, y mucho menos alemán.","I can't speak English, much less German."
Casi siempre hablo francés con Tom.,I almost always speak French with Tom.
No se permite abandonar este edificio a nadie.,No one is allowed to leave this building.
¿Qué tienes ahí?,What do you have there?
Quería hacer unas llamadas.,I wanted to make some telephone calls.
El señor caminó doblando la esquina.,The man walked round the corner.
¿Podrías repetirme dónde metiste la llave?,Could you please tell me again where you put the key?
El nombre de la mujer de Tom es Mary y el de su hijo es John.,Tom's wife's name is Mary and his son's name is John.
Yo no era consciente de su presencia.,I was not conscious of her presence.
Ella se casó con él por su dinero.,She married him for his money.
Tom pudo haber muerto.,Tom may have died.
¿De verdad quieres ver una película francesa?,Do you really want to see a French film?
"Esperé por una hora, pero él no apareció.","I waited for an hour, but he didn't appear."
"¿Qué más dijo tu padre, Tom?","What else did your father say, Tom?"
Australia abunda en minerales.,Australia is abundant in minerals.
Ayer a esta hora yo estaba viendo la tele.,I was watching TV at this time yesterday.
"Perdone, ¿dónde están los huevos?",Excuse me. Where are the eggs?
El dinero fue repartido entre los tres.,The money was divided among the three.
Los Estados Unidos lanzaron una bomba atómica sobre Hiroshima en 1945.,The USA dropped an atomic bomb on Hiroshima in 1945.
Nos encontramos en el avión.,We met on the plane.
Yo me quedo con el coche y el perro.,I'm keeping the car and the dog.
La vida sería mucho mejor si no le dieras tanta importancia.,Life would be so much better if you didn't care so much.
La situación empeoró mucho.,The situation got a lot worse.
A Tom no le importa lo que Mary diga.,Tom doesn't care what Mary says.
Siempre quise tener una hija.,I've always wanted a daughter.
Tom se casó con Mary.,Tom married Mary.
Has pasado por alto una pista importante.,You've missed an important clue.
¿Esa es tu respuesta?,Is that your answer?
Mary está enamorada del chico de pelo rubio.,Mary is in love with the boy with blond hair.
Él se golpeó en su rodilla.,He banged his knee.
La comida es muy buena en este hotel.,The food in this hotel is very good.
No vi a ningún médico el año pasado.,I didn't see a doctor last year.
Te ayudaré lo mejor que pueda.,I'll help you to the best of my ability.
¿Por qué dejó de tomar su medicación?,Why did you stop taking your medicine?
El país entero estaba cubierto con nieve.,The whole country was covered with snow.
Es peligroso nadar en la laguna.,Swimming in the pond is dangerous.
Él es médico y también escritor de novelas.,He is a doctor and also a novelist.
El del medio es mío.,The middle one is mine.
Me gusta esta modelo.,I like this model.
Tom tiene un grave problema.,Tom has a big problem.
Tom dijo que lo intentaría.,Tom said he would try.
El tren todavía no llega.,The train hasn't arrived yet.
No estoy seguro de que puedas ser de mucha ayuda.,I'm not sure that you can be of much help.
Tom admira el talento para cantar de Mary.,Tom admires Mary's singing ability.
¿Puedes probar que lo que dijiste es verdad?,Can you prove that what you said is true?
Le escribía a menudo cuando era un estudiante.,I often wrote to her when I was a student.
Tom desayuna con su madre.,Tom eats breakfast with his mother.
¿Desea una bolsa de plástico o de papel?,Would you like a plastic bag or a paper bag?
Tom cree que Mary tiene habilidades psíquicas.,Tom thinks Mary has psychic abilities.
Bebe esto. Puede que te haga sentir mejor.,Drink this. It might make you feel better.
Tom me pegó por accidente.,Tom hit me by mistake.
¿Cuándo volvieron de Boston?,When did you come back from Boston?
El heno es para los caballos.,Hay is for horses.
Vuelve a tu puesto.,Go back to your seat.
Su viejo auto anda en las últimas.,His old car is on its last legs.
"Convinimos en que lo haría yo, ¿no?","We all agreed that I would do it, right?"
No quiero perder mi tren.,I don't want to miss my train.
¿Se pueden presentar argumentos a favor de los abortos tardíos?,Can a case be made for late-term abortions?
Tom está jugando con su yo-yo.,Tom is playing with his yo-yo.
Estamos tan ocupados que aceptaremos cualquier ayuda que nos llegue.,We're so busy we'll take any help we can get.
Dos familias viven en la misma casa.,Two families live in the same house.
Dime por qué no fuiste ayer al colegio.,Tell me why you didn't go to school yesterday.
En este momento estoy montándome en el avión.,I'm getting on the plane right now.
Tom lanzó una piedra al árbol.,Tom threw a rock at the tree.
La puerta se abrió repentinamente y entró su padre.,"Suddenly, the door opened and her father entered."
La uva maduró bien aquel verano.,The grapes ripened well that summer.
Tus sueños se han vuelto realidad.,Your dreams have come true.
Mary quería hacer una pregunta pero no la hizo.,"Mary wanted to ask a question, but she didn't."
Sé más cuidadoso de ahora en adelante.,Be more careful from now on.
Jugué golf todos los días durante mis vacaciones.,I played golf every day during my vacation.
Qué bochornoso para todos nosotros.,How embarrassing for us all.
El teléfono sonó varias veces.,The telephone rang several times.
Estoy listo para entregar mi postura.,I am ready to give up my position.
Pensé que Tom sencillamente firmaría el contrato sin leerlo con cuidado.,I thought Tom would just sign the contract without reading it carefully.
Lo puedes dejar allí.,You can put it there.
Pensé que tenías planes con Tom.,I thought you had plans with Tom.
"Tom y Mary se fueron, dejando a John solo.","Tom and Mary walked out, leaving John alone."
¿Estás hablando de mí?,Are you referring to me?
Voy a la escuela.,I'm going to school.
También está escribiendo un libro.,She's also writing a book.
En la calle impera el desorden.,Disorder prevails in the street.
No estabas haciendo nada ilegal.,You weren't doing anything illegal.
"Si no eres capaz de arreglar la tubería, habrá que llamar a un fontanero.","If you can't fix the pipe, we'll have to call a plumber."
No deberías haber hecho algo así.,You ought not to have done such a thing.
El premio será para el mejor estudiante.,The prize will go to the best student.
Tom y María acordaron nunca hablar del incidente,Tom and Mary agreed never to talk about the incident.
¿Es eso lo que Tom realmente querría?,Is that what Tom would really want?
Todavía puedo ayudarte.,I can still help you.
"Cuando llegué a la escuela, la carrera había terminado.","When I got to school, the race had already finished."
